,Class,Paths,Pixel
96,1,DATA/yes/Y33.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[74 74 74]
  [73 73 73]
  [69 69 69]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [94 94 94]
  [93 93 93]
  [86 86 86]]

 [[78 78 78]
  [76 76 76]
  [72 72 72]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]"
158,0,DATA/no/12 no.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 94  94  94]
  [ 96  96  96]
  [ 96  96  96]
  ...
  [109 109 109]
  [117 117 117]
  [130 130 130]]

 [[127 127 127]
  [109 109 109]
  [ 94  94  94]
  ...
  [122 122 122]
  [128 128 128]
  [124 124 124]]

 [[125 125 125]
  [127 127 127]
  [130 130 130]
  ...
  [106 106 106]
  [136 136 136]
  [123 123 123]]]"
110,1,DATA/yes/Y47.JPG,"[[[ 52  53  37]
  [ 51  52  36]
  [ 51  52  36]
  ...
  [ 44  46  32]
  [ 43  45  31]
  [ 43  45  31]]

 [[ 48  49  33]
  [ 48  49  33]
  [ 48  49  33]
  ...
  [ 45  49  34]
  [ 42  46  31]
  [ 37  41  26]]

 [[ 38  42  28]
  [ 41  45  31]
  [ 40  44  30]
  ...
  [ 35  36  28]
  [ 33  34  26]
  [ 32  33  25]]

 ...

 [[ 94 100  96]
  [ 96 102  98]
  [ 96 102  98]
  ...
  [150 160 161]
  [139 149 150]
  [149 159 160]]

 [[139 150 154]
  [151 162 166]
  [144 155 159]
  ...
  [ 36  34  22]
  [ 33  33  21]
  [ 32  32  22]]

 [[ 44  43  39]
  [ 44  43  39]
  [ 44  43  38]
  ...
  [159 165 163]
  [152 158 156]
  [155 161 159]]]"
208,0,DATA/no/N17.jpg,"[[[133 133 133]
  [ 89  89  89]
  [ 92  92  92]
  ...
  [ 93  93  93]
  [ 93  93  93]
  [ 93  93  93]]

 [[ 93  93  93]
  [ 93  93  93]
  [ 93  93  93]
  ...
  [  1   1   1]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  7   7   7]
  [  6   6   6]
  [  6   6   6]]

 ...

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [ 60  60  60]
  [ 63  63  63]
  [ 65  65  65]]

 [[ 62  62  62]
  [ 55  55  55]
  [ 52  52  52]
  ...
  [ 69  69  69]
  [ 75  75  75]
  [ 75  75  75]]

 [[ 75  75  75]
  [ 80  80  80]
  [ 88  88  88]
  ...
  [ 80  80  80]
  [ 82  82  82]
  [ 84  84  84]]]"
233,0,DATA/no/no 2.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [ 13  13  13]
  [ 30  30  30]
  [ 34  34  34]]

 [[ 14  14  14]
  [  2   2   2]
  [  0   0   0]
  ...
  [ 63  63  63]
  [ 63  63  63]
  [ 63  63  63]]

 [[ 64  64  64]
  [ 66  66  66]
  [ 66  66  66]
  ...
  [ 84  84  84]
  [ 97  97  97]
  [108 108 108]]]"
221,0,DATA/no/No14.jpg,"[[[254 254 254]
  [251 251 251]
  [255 255 255]
  ...
  [253 253 253]
  [252 252 252]
  [252 252 252]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 [[  5   5   5]
  [  5   5   5]
  [  5   5   5]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 37  37  37]
  [ 23  23  23]
  [ 11  11  11]]

 [[  8   8   8]
  [ 10  10  10]
  [  9   9   9]
  ...
  [ 70  70  70]
  [ 68  68  68]
  [ 59  59  59]]

 [[ 64  64  64]
  [ 62  62  62]
  [ 63  63  63]
  ...
  [ 59  59  59]
  [ 62  62  62]
  [ 66  66  66]]]"
210,0,DATA/no/N2.JPG,"[[[ 28  28  28]
  [ 29  29  29]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[177 177 177]
  [175 175 175]
  [174 174 174]
  ...
  [144 144 144]
  [144 144 144]
  [144 144 144]]

 [[140 140 140]
  [141 141 141]
  [143 143 143]
  ...
  [ 20  20  20]
  [ 22  22  22]
  [ 26  26  26]]

 [[ 53  53  53]
  [ 94  94  94]
  [105 105 105]
  ...
  [  7   7   7]
  [ 11  11  11]
  [ 14  14  14]]]"
87,1,DATA/yes/Y259.JPG,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 6  6  6]
  [ 0  0  0]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 3  3  3]
  [ 5  5  5]
  ...
  [29 29 29]
  [24 24 24]
  [22 22 22]]

 [[23 23 23]
  [26 26 26]
  [29 29 29]
  ...
  [23 23 23]
  [23 23 23]
  [24 24 24]]]"
134,1,DATA/yes/Y75.JPG,"[[[  4   4   4]
  [  3   3   3]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  3   3   3]
  [  2   2   2]
  [  2   2   2]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  1   1   1]
  [  2   2   2]
  [  2   2   2]]

 ...

 [[130 130 130]
  [134 134 134]
  [140 140 140]
  ...
  [145 145 145]
  [146 146 146]
  [146 146 146]]

 [[140 140 140]
  [133 133 133]
  [126 126 126]
  ...
  [138 138 138]
  [147 147 147]
  [154 154 154]]

 [[156 156 156]
  [152 152 152]
  [149 149 149]
  ...
  [117 117 117]
  [118 118 118]
  [123 123 123]]]"
118,1,DATA/yes/Y56.jpg,"[[[  9   9   9]
  [  9   9   9]
  [  9   9   9]
  ...
  [  8   8   8]
  [  8   8   8]
  [  8   8   8]]

 [[  8   8   8]
  [  8   8   8]
  [  8   8   8]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  8   8   8]
  [  8   8   8]
  [  7   7   7]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 ...

 [[  9   9   9]
  [  9   9   9]
  [  9   9   9]
  ...
  [223 223 223]
  [246 246 246]
  [255 255 255]]

 [[236 236 236]
  [216 216 216]
  [202 202 202]
  ...
  [126 126 126]
  [127 127 127]
  [128 128 128]]

 [[129 129 129]
  [128 128 128]
  [124 124 124]
  ...
  [ 85  85  85]
  [ 91  91  91]
  [ 93  93  93]]]"
226,0,DATA/no/No19.jpg,"[[[ 0  0  0]
  [ 3  3  3]
  [ 7  7  7]
  ...
  [13 13 13]
  [13 13 13]
  [12 12 12]]

 [[13 13 13]
  [12 12 12]
  [12 12 12]
  ...
  [14 14 14]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [15 15 15]
  [14 14 14]
  ...
  [15 15 15]
  [14 14 14]
  [15 15 15]]

 ...

 [[18 18 18]
  [17 17 17]
  [17 17 17]
  ...
  [66 66 66]
  [70 70 70]
  [73 73 73]]

 [[74 74 74]
  [74 74 74]
  [73 73 73]
  ...
  [13 13 13]
  [13 13 13]
  [12 12 12]]

 [[ 0  0  0]
  [ 3  3  3]
  [ 7  7  7]
  ...
  [84 84 84]
  [84 84 84]
  [85 85 85]]]"
168,0,DATA/no/22 no.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[169 169 169]
  [179 179 179]
  [156 156 156]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [107 107 107]
  [129 129 129]
  [159 159 159]]

 [[179 179 179]
  [184 184 184]
  [181 181 181]
  ...
  [134 134 134]
  [132 132 132]
  [122 122 122]]]"
54,1,DATA/yes/Y185.jpg,"[[[ 42  42  42]
  [ 40  40  40]
  [ 39  39  39]
  ...
  [ 50  50  50]
  [ 49  49  49]
  [ 46  46  46]]

 [[ 50  50  50]
  [ 50  50  50]
  [ 53  53  53]
  ...
  [ 48  48  48]
  [ 46  46  46]
  [ 46  46  46]]

 [[ 43  43  43]
  [ 42  42  42]
  [ 47  47  47]
  ...
  [ 52  52  52]
  [ 50  50  50]
  [ 46  46  46]]

 ...

 [[150 150 150]
  [151 151 151]
  [136 136 136]
  ...
  [148 148 148]
  [145 145 145]
  [147 147 147]]

 [[146 146 146]
  [164 164 164]
  [154 154 154]
  ...
  [135 135 135]
  [124 124 124]
  [129 129 129]]

 [[135 135 135]
  [137 137 137]
  [139 139 139]
  ...
  [205 205 205]
  [249 249 249]
  [255 255 255]]]"
84,1,DATA/yes/Y256.JPG,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [140 140 140]
  [132 132 132]
  [126 126 126]]

 [[125 125 125]
  [126 126 126]
  [132 132 132]
  ...
  [153 153 153]
  [161 161 161]
  [169 169 169]]

 [[162 162 162]
  [162 162 162]
  [159 159 159]
  ...
  [ 82  82  82]
  [ 85  85  85]
  [ 90  90  90]]]"
209,0,DATA/no/N19.JPG,"[[[ 5  5  5]
  [ 8  8  8]
  [10 10 10]
  ...
  [ 7  7  7]
  [ 9  9  9]
  [ 9  9  9]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]]

 [[ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]
  ...
  [ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]]

 ...

 [[ 7  7  7]
  [ 8  8  8]
  [ 8  8  8]
  ...
  [ 9  9  9]
  [10 10 10]
  [10 10 10]]

 [[ 9  9  9]
  [ 7  7  7]
  [ 6  6  6]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]]"
154,1,DATA/yes/Y99.JPG,"[[[ 30  30  30]
  [ 30  30  30]
  [ 30  30  30]
  ...
  [ 27  27  27]
  [ 27  27  27]
  [ 27  27  27]]

 [[ 27  27  27]
  [ 27  27  27]
  [ 27  27  27]
  ...
  [ 29  29  29]
  [ 29  29  29]
  [ 29  29  29]]

 [[ 29  29  29]
  [ 29  29  29]
  [ 29  29  29]
  ...
  [213 213 213]
  [214 214 214]
  [214 214 214]]

 ...

 [[100 100 100]
  [ 99  99  99]
  [ 96  96  96]
  ...
  [121 121 121]
  [115 115 115]
  [113 113 113]]

 [[105 105 105]
  [100 100 100]
  [102 102 102]
  ...
  [126 126 126]
  [115 115 115]
  [104 104 104]]

 [[102 102 102]
  [107 107 107]
  [109 109 109]
  ...
  [ 54  54  54]
  [ 58  58  58]
  [ 63  63  63]]]"
135,1,DATA/yes/Y76.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[122 122 122]
  [116 116 116]
  [109 109 109]
  ...
  [ 80  80  80]
  [ 80  80  80]
  [ 78  78  78]]

 [[ 85  85  85]
  [ 86  86  86]
  [ 90  90  90]
  ...
  [176 176 176]
  [143 143 143]
  [113 113 113]]

 [[ 87  87  87]
  [ 44  44  44]
  [  7   7   7]
  ...
  [ 82  82  82]
  [ 87  87  87]
  [ 90  90  90]]]"
196,0,DATA/no/48 no.jpeg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[82 83 83]
  [83 83 83]
  [82 82 80]
  ...
  [81 80 79]
  [78 77 75]
  [74 72 71]]

 [[70 69 69]
  [70 70 70]
  [71 71 70]
  ...
  [ 6  5  5]
  [ 6  6  6]
  [ 6  5  3]]

 [[ 2  1  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]"
151,1,DATA/yes/Y96.jpg,"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [10 10 10]
  [10 10 10]
  [ 9  9  9]]

 [[11 11 11]
  [11 11 11]
  [10 10 10]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]]"
22,1,DATA/yes/Y13.jpg,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]"
21,1,DATA/yes/Y120.JPG,"[[[ 30  31  13]
  [ 33  34  18]
  [ 33  34  18]
  ...
  [ 29  31  17]
  [ 29  31  17]
  [ 29  31  17]]

 [[ 29  31  18]
  [ 29  31  18]
  [ 29  31  18]
  ...
  [155 157 146]
  [151 153 142]
  [150 152 141]]

 [[156 159 142]
  [155 158 141]
  [154 157 140]
  ...
  [ 90  94  69]
  [ 91  95  70]
  [ 89  93  68]]

 ...

 [[  0   0   0]
  [  1   1   1]
  [  4   4   4]
  ...
  [ 77  77  77]
  [ 78  78  78]
  [ 79  79  79]]

 [[ 80  80  80]
  [ 82  82  82]
  [ 86  86  86]
  ...
  [178 178 178]
  [179 179 179]
  [177 177 177]]

 [[174 174 174]
  [172 172 172]
  [168 168 168]
  ...
  [110 110 110]
  [ 96  96  96]
  [ 90  90  90]]]"
2,1,DATA/yes/Y100.JPG,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 ...

 [[131 131 131]
  [129 129 129]
  [132 132 132]
  ...
  [ 87  87  87]
  [ 90  90  90]
  [ 92  92  92]]

 [[ 95  95  95]
  [ 98  98  98]
  [101 101 101]
  ...
  [ 70  70  70]
  [ 67  67  67]
  [ 70  70  70]]

 [[ 73  73  73]
  [ 74  74  74]
  [ 84  84  84]
  ...
  [ 67  67  67]
  [ 66  66  66]
  [ 66  66  66]]]"
161,0,DATA/no/15 no.jpg,"[[[ 55  55  55]
  [101 101 101]
  [ 64  64  64]
  ...
  [  0   0   0]
  [  3   3   3]
  [  3   3   3]]

 [[ 16  16  16]
  [  7   7   7]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  3   3   3]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 89  89  89]
  [ 92  92  92]
  [ 99  99  99]
  ...
  [101 101 101]
  [ 88  88  88]
  [ 74  74  74]]

 [[ 67  67  67]
  [ 69  69  69]
  [ 72  72  72]
  ...
  [136 136 136]
  [150 150 150]
  [170 170 170]]

 [[205 205 205]
  [215 215 215]
  [223 223 223]
  ...
  [151 151 151]
  [158 158 158]
  [170 170 170]]]"
66,1,DATA/yes/Y22.jpg,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  7   7   5]
  [  7   7   5]
  [  7   7   5]]

 [[  3   9   7]
  [  3   9   7]
  [  3   9   7]
  ...
  [  6   6   4]
  [  7   7   5]
  [  8   9   4]]

 [[  8   9   4]
  [  9  10   5]
  [  9  10   5]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 ...

 [[186 194 196]
  [183 191 193]
  [177 185 187]
  ...
  [ 52  56  59]
  [ 65  70  73]
  [ 66  71  74]]

 [[ 67  72  75]
  [ 70  75  78]
  [ 80  85  88]
  ...
  [ 92 101 100]
  [ 58  64  62]
  [ 29  35  33]]

 [[  7  11  10]
  [  4   6   5]
  [ 10  10  10]
  ...
  [  4   4   6]
  [  6   6   6]
  [ 10  12  11]]]"
27,1,DATA/yes/Y15.jpg,"[[[101 101 101]
  [ 96  96  96]
  [ 90  90  90]
  ...
  [ 96  96  96]
  [ 96  96  96]
  [ 96  96  96]]

 [[ 96  96  96]
  [ 96  96  96]
  [ 95  95  95]
  ...
  [112 112 112]
  [116 116 116]
  [115 115 115]]

 [[115 115 115]
  [115 115 115]
  [114 114 114]
  ...
  [ 17  17  17]
  [ 17  17  17]
  [ 17  17  17]]

 ...

 [[ 69  69  69]
  [ 70  70  70]
  [ 72  72  72]
  ...
  [118 118 118]
  [117 117 117]
  [121 121 121]]

 [[126 126 126]
  [127 127 127]
  [122 122 122]
  ...
  [128 128 128]
  [124 124 124]
  [116 116 116]]

 [[109 109 109]
  [105 105 105]
  [ 98  98  98]
  ...
  [132 132 132]
  [139 139 139]
  [143 143 143]]]"
229,0,DATA/no/No22.jpg,"[[[  2   2   2]
  [  3   3   3]
  [  3   3   3]
  ...
  [  5   5   5]
  [  4   4   4]
  [  2   2   2]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 ...

 [[ 56  56  56]
  [ 50  50  50]
  [ 46  46  46]
  ...
  [  4   4   4]
  [ 17  17  17]
  [ 24  24  24]]

 [[  8   8   8]
  [ 24  24  24]
  [ 84  84  84]
  ...
  [ 65  65  65]
  [ 66  66  66]
  [ 64  64  64]]

 [[ 61  61  61]
  [ 61  61  61]
  [ 62  62  62]
  ...
  [175 175 175]
  [147 147 147]
  [118 118 118]]]"
251,0,DATA/no/no 99.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [37 13  3]
  [ 0  0  0]
  [ 0  1  0]]]"
188,0,DATA/no/40 no.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 ...

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [102 102 102]
  [ 66  66  66]
  [ 19  19  19]]]"
74,1,DATA/yes/Y247.JPG,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 87  87  87]
  [ 93  93  93]
  [ 99  99  99]
  ...
  [109 109 109]
  [ 99  99  99]
  [ 87  87  87]]

 [[ 88  88  88]
  [ 84  84  84]
  [ 82  82  82]
  ...
  [ 83  83  83]
  [ 80  80  80]
  [ 78  78  78]]

 [[ 76  76  76]
  [ 77  77  77]
  [ 77  77  77]
  ...
  [ 65  65  65]
  [ 58  58  58]
  [ 52  52  52]]]"
165,0,DATA/no/2 no.jpeg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 7  7  7]
  [ 8  8  8]
  [ 9  9  9]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 8  8  8]
  [ 7  7  7]
  [ 7  7  7]
  ...
  [59 59 59]
  [60 60 60]
  [59 59 59]]

 [[57 57 57]
  [60 60 60]
  [60 60 60]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]"
65,1,DATA/yes/Y21.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [115 115 115]
  [122 122 122]
  [129 129 129]]

 [[107 107 107]
  [ 99  99  99]
  [ 93  93  93]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[168 168 168]
  [166 166 166]
  [177 177 177]
  ...
  [119 119 119]
  [126 126 126]
  [138 138 138]]

 [[156 156 156]
  [151 151 151]
  [157 157 157]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [179 179 179]
  [176 176 176]
  [179 179 179]]]"
14,1,DATA/yes/Y112.JPG,"[[[ 31  31  31]
  [ 28  28  28]
  [ 33  33  33]
  ...
  [ 21  21  21]
  [ 25  25  25]
  [ 27  27  27]]

 [[ 26  26  26]
  [ 22  22  22]
  [ 20  20  20]
  ...
  [ 21  21  21]
  [ 18  18  18]
  [ 18  18  18]]

 [[ 18  18  18]
  [ 18  18  18]
  [ 18  18  18]
  ...
  [ 25  25  25]
  [ 22  22  22]
  [ 21  21  21]]

 ...

 [[215 215 215]
  [217 217 217]
  [218 218 218]
  ...
  [121 121 121]
  [120 120 120]
  [119 119 119]]

 [[115 115 115]
  [111 111 111]
  [108 108 108]
  ...
  [ 45  45  45]
  [ 45  45  45]
  [ 52  52  52]]

 [[ 58  58  58]
  [ 63  63  63]
  [ 72  72  72]
  ...
  [ 90  90  90]
  [ 94  94  94]
  [ 95  95  95]]]"
